tx_base,tx_slope,tx_pow,dtx_base,dtx_slope,dtx_pow,rx_base,rx_slope,rx_pow,mean_delivery_pct,std_pct,min_pct,max_pct,total_delivered,total_sent,mean_ack_pct,mean_chan_pct,mean_flood_delivery_pct,mean_path_delivery_pct,mean_flood_ack_pct,mean_path_ack_pct,n_seeds,fate_tracked,fate_delivered,fate_lost,lost_mean_collision,lost_mean_drop,mean_radio_eff_pct,mean_ackpath_eff_pct,del_mean_ack_copies,lost_mean_ack_copies
0.5,0.0,1.0,0.3,0.0,1.0,0.0,0.0,1.0,64.3,1.5,62,66,193,300,13.0,43.0,57.3,75.0,6.7,74.2,6,300,174,126,43.5,0.5,51.7,53.6,0.2,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,70.7,2.4,68,74,212,300,4.3,69.0,67.0,68.0,1.7,62.0,6,300,201,99,35.3,16.9,27.4,8.7,0.1,0.0
