tx_base,tx_slope,tx_pow,dtx_base,dtx_slope,dtx_pow,rx_base,rx_slope,rx_pow,mean_delivery_pct,std_pct,min_pct,max_pct,total_delivered,total_sent,mean_ack_pct,mean_chan_pct,mean_flood_delivery_pct,mean_path_delivery_pct,mean_flood_ack_pct,mean_path_ack_pct,n_seeds,fate_tracked,fate_delivered,fate_lost,lost_mean_collision,lost_mean_drop,mean_radio_eff_pct,mean_ackpath_eff_pct,del_mean_ack_copies,lost_mean_ack_copies
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,62.7,3.5,58,68,188,300,17.3,63.5,55.7,55.8,7.5,39.8,6,300,166,134,123.7,38.9,58.6,60.0,0.4,0.0
2.1,0.0,0.7,1.1,0.3,0.7,0.0,0.0,1.0,48.0,7.5,38,60,144,300,30.0,68.5,17.7,25.5,33.2,25.7,6,300,64,236,76.2,11.8,81.0,81.7,1.6,0.0
2.1,0.0,0.7,1.1,0.3,1.1,0.0,0.0,1.0,47.7,4.3,42,54,143,300,32.3,67.7,14.7,32.8,31.8,33.5,6,300,68,232,71.2,10.7,81.3,82.1,1.5,0.0
2.1,0.0,0.7,1.1,0.3,1.5,0.0,0.0,1.0,47.0,4.5,42,54,141,300,27.3,67.7,17.0,28.8,30.2,24.2,6,300,68,232,69.3,10.9,81.5,82.0,1.3,0.0
2.1,0.0,0.7,1.1,0.3,1.9,0.0,0.0,1.0,47.3,6.8,42,60,142,300,30.3,67.3,19.7,21.5,30.0,31.0,6,300,62,238,64.8,10.1,81.3,81.7,1.7,0.0
2.1,0.0,0.7,1.1,0.5,0.7,0.0,0.0,1.0,47.7,3.9,42,54,143,300,29.3,63.8,16.3,26.3,31.8,26.0,6,300,63,237,79.2,12.4,81.4,82.5,1.6,0.0
2.1,0.0,0.7,1.1,0.5,1.1,0.0,0.0,1.0,46.3,4.6,38,52,139,300,27.7,70.8,18.3,22.7,31.3,23.0,6,300,61,239,70.6,10.6,81.1,81.3,1.4,0.0
2.1,0.0,0.7,1.1,0.5,1.5,0.0,0.0,1.0,47.7,6.7,38,58,143,300,26.7,69.8,20.2,21.5,29.8,23.0,6,300,62,238,70.6,10.6,81.2,82.2,1.3,0.0
2.1,0.0,0.7,1.1,0.5,1.9,0.0,0.0,1.0,46.7,5.2,42,56,140,300,26.0,67.2,16.2,22.5,29.3,23.5,6,300,56,244,69.9,10.8,81.2,81.8,1.6,0.0
2.1,0.0,0.7,1.1,0.7,0.7,0.0,0.0,1.0,46.7,4.7,42,52,140,300,30.0,64.3,19.3,22.7,33.0,26.2,6,300,64,236,72.0,11.1,81.1,81.6,1.5,0.0
