tx_base,tx_slope,tx_pow,dtx_base,dtx_slope,dtx_pow,rx_base,rx_slope,rx_pow,mean_delivery_pct,std_pct,min_pct,max_pct,total_delivered,total_sent,mean_ack_pct,mean_chan_pct,mean_flood_delivery_pct,mean_path_delivery_pct,mean_flood_ack_pct,mean_path_ack_pct,n_seeds,fate_tracked,fate_delivered,fate_lost,lost_mean_collision,lost_mean_drop,mean_radio_eff_pct,mean_ackpath_eff_pct,del_mean_ack_copies,lost_mean_ack_copies
2.4,0.4,1.5,1.4,0.4,1.5,0.0,0.0,1.0,57.3,2.4,54,60,172,300,37.7,74.7,13.3,30.7,39.2,36.7,6,300,68,232,16.3,2.7,84.0,85.1,1.8,0.0
2.4,0.4,1.5,1.4,0.6,0.7,0.0,0.0,1.0,56.3,4.8,48,62,169,300,39.0,75.3,17.7,31.0,42.8,34.3,6,300,73,227,16.4,2.8,84.4,85.4,1.8,0.0
2.4,0.4,1.9,0.8,0.6,1.1,0.0,0.0,1.0,58.7,4.3,54,66,176,300,32.7,75.0,12.3,29.2,36.2,28.3,6,300,59,241,23.7,3.6,83.8,85.4,1.8,0.0
2.1,0.4,0.7,1.4,0.4,1.9,0.0,0.0,1.0,56.7,7.7,48,66,170,300,38.0,78.3,20.3,30.7,37.5,38.5,6,300,76,224,16.6,2.7,82.8,83.9,1.8,0.0
1.8,0.2,1.9,1.1,0.6,1.9,0.0,0.0,1.0,60.7,6.9,54,70,182,300,40.0,79.7,18.3,26.3,39.7,40.2,6,300,67,233,17.0,2.9,84.2,85.4,1.8,0.0
1.8,0.4,1.9,1.4,0.6,1.5,0.0,0.0,1.0,57.3,5.0,50,64,172,300,32.0,75.2,13.0,28.3,31.2,33.5,6,300,55,245,20.8,3.5,84.4,85.5,1.8,0.0
2.1,0.2,1.9,1.4,0.4,1.5,0.0,0.0,1.0,56.7,3.5,54,62,170,300,36.3,74.8,18.2,30.2,37.2,34.5,6,300,72,228,16.7,2.9,84.6,85.6,1.8,0.0
2.4,0.2,1.5,1.1,0.4,1.5,0.0,0.0,1.0,52.0,4.6,46,58,156,300,34.3,79.2,15.8,27.3,38.0,31.0,6,300,65,235,16.1,2.7,84.0,84.3,1.8,0.0
2.4,0.4,1.5,0.8,0.2,1.9,0.0,0.0,1.0,57.3,6.0,46,62,172,300,34.0,78.0,13.2,31.3,37.7,30.0,6,300,65,235,17.7,2.9,84.1,84.8,1.8,0.0
2.4,0.4,1.9,1.1,0.4,0.7,0.0,0.0,1.0,58.0,3.8,54,62,174,300,33.7,75.8,11.5,31.8,43.8,23.3,6,300,63,237,18.7,2.8,84.1,85.7,1.8,0.0
1.8,0.2,1.9,1.1,0.6,1.5,0.0,0.0,1.0,63.0,7.1,56,76,189,300,39.3,73.3,19.2,27.3,39.7,39.5,6,300,71,229,17.7,3.0,84.3,85.4,1.8,0.0
2.4,0.2,1.9,1.4,0.6,1.9,0.0,0.0,1.0,55.3,5.5,46,60,166,300,36.3,72.0,17.5,23.7,36.3,36.5,6,300,62,238,14.0,2.6,84.5,85.6,1.8,0.0
2.1,0.2,1.9,1.1,0.4,1.5,0.0,0.0,1.0,55.3,8.9,42,68,166,300,34.3,77.7,20.7,31.3,39.0,32.2,6,300,76,224,15.3,2.6,83.8,84.5,1.8,0.0
2.1,0.4,1.5,1.1,0.6,1.1,0.0,0.0,1.0,56.0,5.2,48,64,168,300,33.7,76.7,16.7,35.8,33.7,34.8,6,300,74,226,15.6,2.5,84.5,85.7,1.8,0.0
