tx_base,tx_slope,tx_pow,dtx_base,dtx_slope,dtx_pow,rx_base,rx_slope,rx_pow,mean_delivery_pct,std_pct,min_pct,max_pct,total_delivered,total_sent,mean_ack_pct,mean_chan_pct,mean_flood_delivery_pct,mean_path_delivery_pct,mean_flood_ack_pct,mean_path_ack_pct,n_seeds,fate_tracked,fate_delivered,fate_lost,lost_mean_collision,lost_mean_drop,mean_radio_eff_pct,mean_ackpath_eff_pct,del_mean_ack_copies,lost_mean_ack_copies
1.8,0.2,1.9,1.4,0.6,1.9,0.0,0.0,1.0,46.7,4.3,40,52,140,300,27.0,56.2,15.7,12.2,26.3,27.5,6,300,42,258,43.3,1.7,77.1,78.6,2.0,0.0
2.1,0.4,1.9,1.1,0.6,1.9,0.0,0.0,1.0,53.0,4.9,46,58,159,300,26.0,51.2,15.5,16.5,25.2,28.2,6,300,48,252,46.3,1.8,77.1,81.3,1.8,0.0
1.8,0.2,1.9,0.8,0.6,1.9,0.0,0.0,1.0,48.7,4.7,42,54,146,300,29.0,47.7,15.7,17.0,26.8,35.0,6,300,47,253,44.0,1.5,77.8,80.0,1.8,0.0
1.8,0.4,1.9,1.1,0.4,1.9,0.0,0.0,1.0,50.0,3.3,46,56,150,300,26.7,48.0,13.2,28.0,25.2,32.2,6,300,50,250,52.9,2.1,78.4,81.5,1.8,0.0
2.1,0.4,1.5,1.4,0.6,1.9,0.0,0.0,1.0,44.3,4.5,38,50,133,300,27.3,61.3,17.2,11.5,23.0,32.3,6,300,47,253,42.6,1.6,77.0,80.6,1.8,0.0
1.8,0.2,1.9,1.1,0.4,1.9,0.0,0.0,1.0,48.3,5.0,40,54,145,300,30.3,51.0,15.8,16.7,30.7,31.7,6,300,49,251,40.4,1.4,78.0,79.7,1.8,0.0
1.8,0.2,1.9,1.4,0.4,1.9,0.0,0.0,1.0,48.7,4.5,44,54,146,300,30.3,55.0,14.0,21.0,29.3,32.5,6,300,52,248,41.8,1.5,77.4,79.4,1.7,0.0
1.8,0.2,1.9,1.1,0.6,1.5,0.0,0.0,1.0,48.3,5.0,42,52,145,300,28.3,56.3,16.2,23.3,32.2,24.7,6,300,55,245,45.2,1.6,77.0,79.2,1.7,0.0
1.8,0.2,1.9,1.1,0.6,1.9,0.0,0.0,1.0,44.3,5.7,36,52,133,300,28.0,54.0,16.3,16.7,28.5,28.2,6,300,48,252,41.1,1.3,77.6,79.5,1.7,0.0
1.8,0.2,1.9,1.4,0.6,1.5,0.0,0.0,1.0,44.3,5.3,36,50,133,300,29.0,54.2,16.3,21.2,30.7,28.3,6,300,55,245,43.9,1.6,77.0,78.3,1.7,0.0
1.8,0.4,1.9,1.1,0.6,1.9,0.0,0.0,1.0,50.7,4.3,44,56,152,300,25.0,55.2,14.0,22.3,23.3,28.7,6,300,48,252,55.0,2.1,78.5,82.2,1.6,0.0
2.4,0.2,1.9,1.1,0.6,1.9,0.0,0.0,1.0,55.0,3.7,50,60,165,300,30.0,47.0,16.2,24.5,25.2,40.0,6,300,59,241,56.5,2.1,76.4,81.0,1.6,0.0
1.8,0.4,1.9,1.4,0.2,1.1,0.0,0.0,1.0,49.7,4.5,44,56,149,300,28.0,52.0,11.3,37.7,27.3,30.0,6,300,51,249,63.3,2.2,78.4,81.4,1.6,0.0
1.8,0.4,1.9,1.4,0.6,1.9,0.0,0.0,1.0,50.0,5.5,46,58,150,300,24.7,51.0,14.5,21.8,23.7,30.5,6,300,46,254,52.1,2.0,78.1,81.6,1.6,0.0
2.1,0.4,1.9,1.1,0.2,1.9,0.0,0.0,1.0,50.7,1.6,48,52,152,300,26.7,54.2,15.2,26.7,25.0,30.7,6,300,55,245,41.7,1.6,77.4,80.5,1.6,0.0
1.8,0.2,1.9,1.4,0.4,1.5,0.0,0.0,1.0,46.7,9.7,34,58,140,300,29.0,57.3,14.2,24.0,25.7,35.2,6,300,54,246,49.5,1.8,77.2,78.7,1.5,0.0
1.8,0.4,1.9,0.8,0.2,1.1,0.0,0.0,1.0,50.3,5.0,44,58,151,300,26.7,49.0,12.0,37.0,23.8,33.0,6,300,55,245,57.0,2.0,77.9,81.2,1.5,0.0
2.1,0.4,1.9,1.4,0.4,1.9,0.0,0.0,1.0,53.7,2.3,50,56,161,300,26.3,53.2,15.8,28.3,26.2,26.5,6,300,57,243,56.2,2.0,77.0,80.8,1.5,0.0
1.8,0.2,1.9,0.8,0.2,1.9,0.0,0.0,1.0,42.3,10.0,32,56,127,300,24.7,53.2,16.7,21.2,27.3,23.5,6,300,53,247,42.9,1.4,76.9,78.4,1.5,0.0
2.1,0.4,1.5,1.1,0.6,1.5,0.0,0.0,1.0,46.0,8.0,36,54,138,300,27.0,59.3,16.8,23.7,24.0,32.5,6,300,58,242,51.7,1.6,75.4,79.0,1.5,0.0
1.8,0.2,1.9,0.8,0.4,1.9,0.0,0.0,1.0,43.7,4.8,36,48,131,300,26.7,55.2,17.5,18.7,27.2,26.5,6,300,52,248,38.0,1.2,77.2,78.9,1.5,0.0
1.8,0.2,1.9,1.1,0.2,1.9,0.0,0.0,1.0,47.3,6.8,38,54,142,300,26.0,56.2,14.5,24.5,25.2,28.0,6,300,54,246,42.3,1.5,77.4,79.2,1.5,0.0
1.8,0.2,1.9,1.1,0.6,1.1,0.0,0.0,1.0,45.3,4.1,40,52,136,300,26.7,53.0,12.8,29.0,30.2,22.2,6,300,59,241,48.0,1.6,77.1,78.9,1.5,0.0
2.1,0.4,1.5,1.1,0.4,1.9,0.0,0.0,1.0,49.3,3.7,44,54,148,300,27.7,59.3,16.8,24.2,22.3,37.5,6,300,60,240,41.9,1.5,75.0,78.1,1.5,0.0
2.1,0.4,1.9,0.8,0.6,1.9,0.0,0.0,1.0,50.0,4.9,42,56,150,300,23.7,54.2,15.0,18.7,22.7,27.7,6,300,49,251,40.7,1.6,77.4,81.2,1.5,0.0
1.8,0.2,1.9,1.1,0.4,0.7,0.0,0.0,1.0,45.3,5.5,40,54,136,300,28.0,57.2,11.5,32.2,29.5,26.7,6,300,60,240,45.6,1.5,77.6,79.8,1.5,0.0
1.8,0.2,1.9,1.4,0.6,1.1,0.0,0.0,1.0,47.3,5.9,38,54,142,300,27.7,52.0,16.8,25.7,31.7,23.5,6,300,60,240,49.2,1.6,76.4,78.4,1.5,0.0
1.8,0.2,1.9,0.8,0.2,1.5,0.0,0.0,1.0,47.7,2.9,44,50,143,300,29.3,48.2,15.3,28.8,30.2,28.2,6,300,65,235,47.3,1.7,77.2,79.4,1.4,0.0
2.4,0.4,1.9,1.1,0.4,1.9,0.0,0.0,1.0,44.7,5.0,38,52,134,300,23.0,57.0,13.8,23.3,19.0,31.7,6,300,50,250,39.0,1.4,78.7,83.1,1.4,0.0
1.8,0.4,1.9,0.8,0.6,1.9,0.0,0.0,1.0,50.3,4.5,44,56,151,300,26.7,51.2,14.8,22.7,23.8,38.5,6,300,50,250,48.9,1.7,78.0,81.3,1.4,0.0
2.1,0.2,1.9,1.4,0.6,1.9,0.0,0.0,1.0,52.3,4.6,48,58,157,300,25.3,46.8,15.0,22.3,22.2,34.0,6,300,51,249,62.9,2.3,77.4,82.2,1.4,0.0
2.1,0.4,1.9,0.8,0.4,1.9,0.0,0.0,1.0,53.0,3.7,48,58,159,300,26.0,57.2,17.2,23.2,24.2,29.0,6,300,58,242,45.1,1.6,77.4,81.4,1.4,0.0
2.4,0.2,1.9,1.4,0.6,1.5,0.0,0.0,1.0,54.7,3.9,48,60,164,300,30.7,49.0,17.7,28.2,26.7,37.3,6,300,66,234,45.1,1.6,76.1,78.8,1.4,0.0
1.8,0.2,1.9,1.1,0.4,1.5,0.0,0.0,1.0,43.3,6.7,34,52,130,300,23.7,60.2,15.3,22.2,25.7,21.3,6,300,53,247,43.7,1.5,77.1,78.7,1.4,0.0
2.4,0.4,1.9,0.8,0.4,1.9,0.0,0.0,1.0,45.0,3.7,40,50,135,300,23.3,57.0,14.8,23.7,22.3,28.0,6,300,52,248,37.3,1.4,78.4,82.6,1.4,0.0
2.4,0.4,1.9,0.8,0.6,1.5,0.0,0.0,1.0,47.3,5.8,42,56,142,300,25.0,56.0,14.2,38.0,23.3,30.7,6,300,59,241,39.5,1.5,78.7,82.3,1.4,0.0
2.4,0.4,1.9,0.8,0.6,1.9,0.0,0.0,1.0,46.7,4.1,42,54,140,300,24.7,54.0,15.7,19.5,23.8,27.5,6,300,50,250,40.5,1.5,78.4,82.4,1.4,0.0
1.8,0.4,1.5,1.1,0.6,1.9,0.0,0.0,1.0,48.7,3.0,44,52,146,300,25.7,56.3,18.0,23.5,23.3,29.2,6,300,58,242,54.8,2.0,76.0,79.5,1.4,0.0
1.8,0.4,1.9,0.8,0.2,1.9,0.0,0.0,1.0,49.7,6.9,38,56,149,300,25.3,52.2,12.8,26.7,26.0,26.3,6,300,48,252,61.0,2.1,77.5,80.2,1.4,0.0
1.8,0.4,1.9,1.1,0.6,0.7,0.0,0.0,1.0,49.0,6.9,38,58,147,300,23.7,52.2,11.5,32.3,22.8,25.8,6,300,50,250,57.7,2.0,78.0,80.5,1.4,0.0
2.1,0.2,1.9,1.1,0.6,1.9,0.0,0.0,1.0,51.7,3.4,48,56,155,300,23.3,56.2,17.3,18.5,19.3,36.5,6,300,51,249,50.0,1.4,76.1,79.7,1.4,0.0
2.4,0.4,1.9,1.4,0.4,0.7,0.0,0.0,1.0,47.7,3.4,42,52,143,300,24.3,54.2,12.5,36.0,22.5,30.2,6,300,56,244,46.4,1.7,77.4,81.0,1.4,0.0
1.8,0.4,1.9,1.1,0.2,1.5,0.0,0.0,1.0,50.7,4.5,42,54,152,300,22.0,53.0,12.8,31.3,23.5,18.3,6,300,48,252,68.5,2.7,77.4,80.3,1.4,0.0
