tx_base,tx_slope,dtx_base,dtx_slope,rx_base,rx_slope,mean_delivery_pct,std_pct,min_pct,max_pct,total_delivered,total_sent,mean_ack_pct,mean_chan_pct,n_seeds,fate_tracked,fate_delivered,fate_lost,lost_mean_collision,lost_mean_drop
0.5,0.6,0.5,0.3,0.0,0.6,42.3,7.6,30,52,127,300,22.3,65.5,6,300,58,242,60.0,0.5
0.0,0.6,1.0,0.6,1.0,0.3,42.3,7.7,34,54,127,300,19.3,71.7,6,300,62,238,68.0,0.6
0.0,0.6,1.5,0.6,0.5,0.6,42.3,7.7,34,54,127,300,19.7,62.5,6,300,54,246,70.3,0.6
0.0,0.3,1.0,0.3,1.0,0.3,42.3,7.9,34,54,127,300,17.0,64.3,6,300,72,228,52.6,0.4
1.0,0.3,1.5,0.3,0.5,0.3,42.3,7.9,30,54,127,300,23.0,60.2,6,300,57,243,63.5,0.5
1.0,0.3,0.0,0.3,1.0,0.6,42.0,1.3,40,44,126,300,20.3,64.7,6,300,66,234,49.8,0.4
0.5,0.6,1.5,0.3,1.0,0.6,42.0,2.5,38,44,126,300,21.0,78.0,6,300,55,245,64.7,0.5
0.5,0.6,1.5,0.3,0.5,0.3,42.0,2.8,38,46,126,300,21.0,69.8,6,300,47,253,70.8,0.5
1.0,0.6,0.5,0.3,1.5,0.6,42.0,3.1,40,48,126,300,22.3,63.8,6,300,51,249,67.6,0.5
0.5,0.3,1.5,0.6,0.0,0.3,42.0,3.3,38,48,126,300,22.0,71.0,6,300,60,240,67.2,0.4
0.0,0.3,1.5,0.6,1.0,0.6,42.0,4.0,36,46,126,300,20.0,67.7,6,300,72,228,54.6,0.4
0.5,0.3,0.0,0.3,0.5,0.6,42.0,4.4,34,46,126,300,22.3,68.2,6,300,70,230,62.2,0.5
0.5,0.3,0.0,0.3,1.5,0.3,42.0,4.4,34,46,126,300,21.3,64.8,6,300,68,232,56.3,0.4
0.0,0.3,0.5,0.3,1.0,0.3,42.0,4.6,36,48,126,300,17.7,64.0,6,300,70,230,66.7,0.4
0.0,0.6,1.0,0.3,0.5,0.6,42.0,4.6,34,48,126,300,19.7,69.8,6,300,59,241,70.0,0.5
0.5,0.6,0.0,0.3,1.0,0.3,42.0,4.6,38,48,126,300,19.0,59.7,6,300,55,245,68.4,0.4
0.5,0.6,1.0,0.3,0.5,0.3,42.0,4.6,38,50,126,300,21.0,73.3,6,300,56,244,63.2,0.4
0.0,0.3,1.0,0.3,1.5,0.6,42.0,4.7,36,50,126,300,15.3,63.8,6,300,73,227,58.8,0.4
0.0,0.6,0.5,0.3,1.0,0.3,42.0,4.7,38,48,126,300,22.7,69.5,6,300,61,239,63.9,0.5
1.0,0.6,1.0,0.6,0.5,0.6,42.0,4.7,36,50,126,300,21.3,60.0,6,300,59,241,51.0,0.4
0.0,0.3,1.5,0.3,0.0,0.3,42.0,4.9,34,46,126,300,18.0,67.8,6,300,71,229,66.6,0.6
1.0,0.3,1.5,0.6,0.0,0.3,42.0,5.1,34,48,126,300,20.0,61.8,6,300,57,243,64.4,0.5
1.5,0.6,1.0,0.6,1.5,0.3,42.0,5.2,34,50,126,300,24.7,64.2,6,300,51,249,53.8,0.5
0.5,0.3,0.5,0.3,0.0,0.3,42.0,5.4,36,48,126,300,20.3,70.8,6,300,67,233,69.0,0.5
0.0,0.3,1.0,0.6,0.0,0.6,42.0,5.5,38,52,126,300,15.3,65.7,6,300,75,225,52.6,0.4
0.5,0.6,1.5,0.3,0.0,0.6,42.0,5.7,36,52,126,300,22.3,68.5,6,300,55,245,53.9,0.4
1.0,0.3,1.0,0.6,0.0,0.6,42.0,5.7,36,52,126,300,25.0,72.5,6,300,72,228,42.3,0.4
1.5,0.3,1.5,0.6,1.5,0.6,42.0,5.7,36,50,126,300,22.7,71.2,6,300,62,238,54.9,0.5
0.0,0.6,0.5,0.6,0.5,0.3,42.0,5.8,32,46,126,300,20.7,71.7,6,300,60,240,63.5,0.4
0.5,0.3,0.5,0.3,1.0,0.6,42.0,6.6,32,52,126,300,19.3,68.7,6,300,69,231,59.5,0.4
0.5,0.6,0.0,0.6,1.5,0.6,42.0,6.7,34,52,126,300,20.0,69.8,6,300,59,241,64.8,0.4
1.5,0.6,1.0,0.3,1.5,0.6,42.0,6.7,34,52,126,300,22.0,58.2,6,300,54,246,56.7,0.4
0.5,0.6,1.5,0.3,1.5,0.6,42.0,7.0,34,54,126,300,20.3,63.3,6,300,51,249,68.1,0.4
1.5,0.6,1.5,0.3,1.5,0.6,42.0,7.5,34,50,126,300,22.0,60.5,6,300,50,250,55.2,0.4
1.0,0.3,1.5,0.3,0.5,0.6,42.0,8.3,28,52,126,300,18.3,67.8,6,300,63,237,62.8,0.5
1.0,0.3,1.0,0.6,1.5,0.3,42.0,8.7,28,52,126,300,20.0,70.2,6,300,59,241,55.5,0.5
1.0,0.3,1.0,0.3,1.0,0.6,41.7,2.0,38,44,125,300,21.0,68.0,6,300,66,234,48.8,0.3
1.0,0.6,0.5,0.6,0.5,0.6,41.7,2.0,40,44,125,300,24.7,59.8,6,300,55,245,45.8,0.3
0.0,0.6,1.0,0.6,1.5,0.3,41.7,2.3,38,44,125,300,20.0,71.7,6,300,64,236,53.4,0.4
0.5,0.6,1.0,0.6,1.5,0.3,41.7,2.3,38,44,125,300,20.3,67.7,6,300,55,245,63.7,0.5
0.5,0.3,1.0,0.6,1.5,0.6,41.7,2.7,38,46,125,300,18.0,74.3,6,300,67,233,67.1,0.6
1.0,0.3,1.0,0.6,1.0,0.6,41.7,2.7,40,46,125,300,22.0,67.5,6,300,63,237,56.4,0.4
0.5,0.6,1.0,0.6,1.5,0.6,41.7,2.7,38,46,125,300,21.7,68.0,6,300,51,249,59.2,0.4
0.0,0.3,0.0,0.3,1.5,0.3,41.7,3.4,38,46,125,300,18.7,68.5,6,300,80,220,56.8,0.3
0.0,0.6,0.0,0.3,1.5,0.6,41.7,3.7,36,46,125,300,19.7,66.0,6,300,60,240,62.3,0.4
0.0,0.6,0.0,0.3,1.0,0.3,41.7,4.3,34,46,125,300,21.7,67.0,6,300,63,237,70.5,0.6
0.0,0.3,0.0,0.3,1.0,0.6,41.7,4.6,36,48,125,300,20.7,63.7,6,300,75,225,62.6,0.5
0.5,0.6,1.5,0.6,0.0,0.3,41.7,4.8,36,48,125,300,23.0,64.5,6,300,59,241,55.5,0.4
0.0,0.3,1.0,0.3,0.5,0.3,41.7,5.0,36,50,125,300,18.0,67.5,6,300,71,229,59.6,0.5
0.5,0.3,0.0,0.3,1.0,0.3,41.7,5.0,36,46,125,300,21.0,64.7,6,300,71,229,56.4,0.4
1.0,0.3,0.0,0.3,1.5,0.3,41.7,5.1,36,48,125,300,21.7,68.2,6,300,67,233,53.8,0.5
0.0,0.3,1.0,0.3,1.5,0.3,41.7,5.3,38,52,125,300,16.0,70.2,6,300,78,222,56.3,0.4
1.0,0.3,0.0,0.3,1.5,0.6,41.7,5.3,36,50,125,300,22.7,71.0,6,300,61,239,61.4,0.5
1.0,0.3,1.5,0.6,0.5,0.6,41.7,5.3,34,48,125,300,22.0,70.2,6,300,56,244,66.9,0.5
1.0,0.6,1.5,0.6,0.5,0.6,41.7,5.3,34,50,125,300,21.3,68.7,6,300,60,240,43.2,0.3
1.0,0.3,1.0,0.3,0.0,0.3,41.7,5.6,32,48,125,300,21.7,69.2,6,300,63,237,51.8,0.4
1.5,0.3,0.0,0.3,1.0,0.3,41.7,5.6,34,50,125,300,24.3,75.8,6,300,57,243,53.4,0.4
0.5,0.3,1.5,0.3,1.0,0.6,41.7,5.9,36,50,125,300,23.0,66.8,6,300,61,239,56.8,0.5
0.0,0.3,1.5,0.6,1.5,0.6,41.7,6.0,36,52,125,300,18.7,70.2,6,300,78,222,51.8,0.3
1.0,0.3,0.5,0.3,0.0,0.6,41.7,6.1,30,46,125,300,20.3,66.8,6,300,68,232,53.7,0.4
1.0,0.3,0.5,0.3,0.5,0.6,41.7,7.1,34,52,125,300,23.7,66.8,6,300,65,235,54.6,0.5
1.5,0.3,0.0,0.3,0.5,0.6,41.7,7.7,32,52,125,300,23.0,62.7,6,300,66,234,52.0,0.5
0.5,0.3,0.5,0.3,0.5,0.6,41.7,7.7,34,56,125,300,25.7,72.5,6,300,69,231,65.6,0.5
1.0,0.3,0.5,0.3,0.0,0.3,41.7,8.5,32,56,125,300,19.0,67.2,6,300,56,244,67.9,0.5
0.5,0.3,1.5,0.6,1.5,0.3,41.3,2.1,38,44,124,300,20.3,62.7,6,300,63,237,59.7,0.4
0.5,0.3,1.5,0.6,1.5,0.6,41.3,2.4,38,44,124,300,21.0,73.2,6,300,60,240,68.1,0.6
0.0,0.6,0.5,0.6,0.0,0.6,41.3,3.3,38,46,124,300,21.7,71.0,6,300,62,238,63.6,0.5
1.0,0.3,0.5,0.6,0.5,0.6,41.3,3.5,36,44,124,300,19.3,70.3,6,300,62,238,60.8,0.5
0.5,0.6,0.0,0.6,1.0,0.3,41.3,3.7,36,46,124,300,21.3,71.8,6,300,57,243,56.2,0.4
1.5,0.3,0.0,0.3,1.5,0.3,41.3,3.7,34,44,124,300,21.3,64.3,6,300,56,244,62.7,0.5
1.0,0.3,0.0,0.6,1.0,0.6,41.3,3.9,36,46,124,300,20.3,62.5,6,300,65,235,57.8,0.4
1.0,0.6,0.0,0.3,0.0,0.3,41.3,3.9,38,48,124,300,22.3,62.5,6,300,55,245,60.2,0.5
0.5,0.3,1.0,0.3,0.5,0.6,41.3,4.1,34,46,124,300,22.7,73.5,6,300,67,233,55.1,0.4
0.0,0.3,1.0,0.3,0.0,0.3,41.3,4.3,36,48,124,300,16.3,65.3,6,300,72,228,51.2,0.5
0.0,0.6,1.5,0.3,1.0,0.6,41.3,4.5,38,50,124,300,20.7,68.3,6,300,57,243,64.8,0.4
0.5,0.3,1.0,0.6,1.0,0.3,41.3,4.7,34,48,124,300,25.7,68.8,6,300,57,243,58.5,0.4
1.5,0.3,0.5,0.3,0.0,0.3,41.3,4.7,34,48,124,300,24.3,68.8,6,300,60,240,61.3,0.5
1.5,0.3,1.5,0.6,1.0,0.3,41.3,4.8,34,46,124,300,25.0,67.7,6,300,61,239,43.4,0.3
0.0,0.3,0.5,0.6,0.0,0.3,41.3,5.8,34,48,124,300,17.0,67.0,6,300,71,229,59.3,0.5
1.5,0.3,1.0,0.6,1.5,0.3,41.3,5.9,32,50,124,300,21.3,70.3,6,300,58,242,59.9,0.4
1.0,0.3,1.0,0.6,1.5,0.6,41.3,6.0,34,52,124,300,25.0,71.0,6,300,63,237,60.9,0.4
1.5,0.3,1.5,0.6,0.0,0.6,41.3,6.3,36,52,124,300,22.7,71.3,6,300,64,236,42.7,0.3
0.5,0.3,0.0,0.6,0.5,0.3,41.3,6.4,30,48,124,300,17.3,72.5,6,300,62,238,58.0,0.5
0.0,0.3,1.5,0.3,1.0,0.6,41.3,6.9,32,52,124,300,20.0,62.8,6,300,74,226,49.2,0.3
1.5,0.3,0.0,0.6,1.5,0.6,41.3,7.2,30,50,124,300,22.3,72.2,6,300,57,243,48.6,0.4
1.5,0.3,0.0,0.6,0.0,0.3,41.3,7.3,34,54,124,300,23.7,65.7,6,300,57,243,59.5,0.5
1.0,0.6,1.0,0.6,1.0,0.6,41.3,7.8,32,52,124,300,22.3,65.3,6,300,58,242,51.2,0.4
1.5,0.3,1.0,0.3,1.5,0.6,41.3,8.1,30,54,124,300,25.3,71.5,6,300,60,240,45.3,0.3
0.0,0.3,0.5,0.3,0.0,0.6,41.3,10.1,32,54,124,300,14.3,70.5,6,300,68,232,62.0,0.4
0.0,0.3,0.5,0.3,1.0,0.6,41.0,2.1,38,44,123,300,19.0,65.3,6,300,79,221,57.3,0.4
0.5,0.6,0.0,0.3,0.5,0.6,41.0,3.0,38,46,123,300,21.3,69.0,6,300,59,241,52.4,0.4
1.5,0.3,0.5,0.3,0.0,0.6,41.0,3.0,38,46,123,300,23.0,68.2,6,300,63,237,46.2,0.4
1.5,0.3,0.0,0.3,0.0,0.3,41.0,3.7,38,48,123,300,24.0,66.8,6,300,50,250,67.4,0.6
1.0,0.6,0.0,0.6,0.0,0.3,41.0,4.1,34,46,123,300,24.0,64.8,6,300,52,248,63.3,0.5
1.5,0.6,1.0,0.3,1.0,0.6,41.0,4.3,36,48,123,300,26.3,61.0,6,300,51,249,67.0,0.6
0.5,0.3,0.0,0.6,0.0,0.3,41.0,4.7,36,48,123,300,19.0,69.7,6,300,61,239,69.1,0.5
1.0,0.3,0.0,0.6,1.0,0.3,41.0,4.7,32,44,123,300,22.0,67.5,6,300,55,245,67.8,0.5
0.5,0.3,1.5,0.3,1.0,0.3,41.0,4.9,32,46,123,300,22.0,69.0,6,300,63,237,55.6,0.4
0.0,0.6,1.0,0.3,1.0,0.6,41.0,5.0,34,46,123,300,21.7,71.5,6,300,58,242,65.8,0.5
0.0,0.6,1.0,0.3,1.5,0.6,41.0,5.0,34,46,123,300,19.7,66.5,6,300,55,245,62.2,0.5
0.0,0.3,1.0,0.3,1.0,0.6,41.0,5.2,32,46,123,300,17.7,68.3,6,300,68,232,64.5,0.5
1.0,0.3,0.5,0.3,1.0,0.3,41.0,5.3,34,48,123,300,19.3,68.0,6,300,63,237,67.7,0.4
0.0,0.6,0.5,0.3,1.5,0.3,41.0,5.9,32,46,123,300,24.3,67.0,6,300,68,232,52.9,0.4
0.0,0.6,1.0,0.6,0.0,0.6,41.0,6.0,34,48,123,300,19.3,70.7,6,300,59,241,62.0,0.6
0.0,0.3,1.5,0.3,1.5,0.6,41.0,6.3,32,46,123,300,17.0,69.5,6,300,70,230,56.7,0.5
0.5,0.6,1.5,0.3,1.5,0.3,41.0,6.3,32,50,123,300,25.0,63.8,6,300,53,247,59.8,0.5
0.0,0.6,0.5,0.3,1.5,0.6,41.0,6.4,32,48,123,300,18.0,73.3,6,300,59,241,71.3,0.5
0.0,0.3,0.5,0.6,1.5,0.6,41.0,6.5,32,50,123,300,17.7,73.0,6,300,66,234,57.4,0.5
0.0,0.3,0.0,0.3,0.0,0.6,41.0,7.5,34,52,123,300,19.7,64.5,6,300,74,226,58.8,0.4
1.0,0.6,0.5,0.6,0.0,0.3,41.0,7.6,30,52,123,300,24.0,58.7,6,300,59,241,65.8,0.5
1.5,0.3,0.5,0.6,1.0,0.3,41.0,7.9,30,48,123,300,23.0,72.8,6,300,55,245,52.2,0.4
1.0,0.6,0.5,0.3,1.0,0.6,41.0,8.2,34,56,123,300,21.7,68.0,6,300,56,244,61.9,0.6
1.5,0.3,0.0,0.6,1.0,0.6,41.0,8.3,32,56,123,300,20.7,66.3,6,300,53,247,58.2,0.5
1.5,0.3,0.5,0.3,1.0,0.3,41.0,9.2,30,56,123,300,24.0,73.2,6,300,55,245,56.5,0.4
1.5,0.3,0.5,0.3,1.5,0.6,41.0,10.2,26,52,123,300,19.7,72.0,6,300,53,247,66.1,0.5
1.0,0.3,1.0,0.3,0.5,0.6,40.7,1.6,38,42,122,300,19.7,66.2,6,300,68,232,51.4,0.5
0.0,0.3,0.5,0.6,1.0,0.6,40.7,3.3,36,44,122,300,19.0,71.2,6,300,66,234,63.2,0.5
1.0,0.6,1.5,0.3,0.5,0.6,40.7,3.5,36,46,122,300,23.3,64.5,6,300,55,245,53.9,0.4
0.0,0.6,1.0,0.6,0.5,0.6,40.7,3.9,36,44,122,300,20.0,63.0,6,300,53,247,69.6,0.5
1.0,0.6,0.0,0.6,1.5,0.6,40.7,3.9,34,46,122,300,23.0,61.0,6,300,52,248,66.9,0.5
0.5,0.6,1.0,0.6,1.0,0.3,40.7,4.1,34,46,122,300,22.0,69.5,6,300,55,245,61.3,0.5
1.0,0.6,1.0,0.6,0.0,0.3,40.7,4.1,36,48,122,300,22.3,65.8,6,300,54,246,66.5,0.5
0.0,0.6,1.0,0.6,1.5,0.6,40.7,4.3,36,48,122,300,21.0,65.3,6,300,59,241,56.5,0.4
0.5,0.3,0.5,0.6,0.0,0.3,40.7,4.7,34,46,122,300,18.0,70.0,6,300,56,244,61.2,0.5
0.0,0.3,0.0,0.3,1.0,0.3,40.7,4.8,32,46,122,300,17.7,69.0,6,300,70,230,55.3,0.5
0.5,0.3,1.0,0.3,1.5,0.3,40.7,4.8,34,48,122,300,21.3,67.8,6,300,66,234,57.0,0.3
0.5,0.6,0.0,0.6,1.5,0.3,40.7,4.8,36,48,122,300,23.3,67.3,6,300,56,244,56.0,0.5
1.5,0.3,1.5,0.3,1.0,0.3,40.7,5.6,30,46,122,300,24.3,68.2,6,300,55,245,52.3,0.4
0.0,0.6,0.5,0.6,1.5,0.3,40.7,5.8,36,52,122,300,20.3,70.7,6,300,54,246,60.3,0.5
0.0,0.6,1.5,0.6,1.0,0.6,40.7,6.0,32,50,122,300,22.7,65.2,6,300,65,235,57.1,0.3
1.0,0.3,1.0,0.3,0.0,0.6,40.7,6.2,30,48,122,300,23.7,70.2,6,300,63,237,53.0,0.4
1.0,0.3,1.5,0.6,1.5,0.6,40.7,8.6,30,54,122,300,21.0,69.7,6,300,55,245,65.8,0.5
1.5,0.3,0.5,0.6,0.5,0.6,40.7,10.0,26,56,122,300,20.3,68.8,6,300,53,247,55.5,0.4
0.5,0.3,1.0,0.3,1.0,0.3,40.3,1.5,38,42,121,300,18.7,69.3,6,300,64,236,59.9,0.4
1.5,0.3,0.0,0.6,1.5,0.3,40.3,2.0,38,42,121,300,20.3,66.0,6,300,59,241,52.5,0.4
0.5,0.3,1.0,0.3,1.0,0.6,40.3,2.0,38,44,121,300,19.7,75.0,6,300,65,235,53.5,0.4
0.5,0.3,1.0,0.6,1.5,0.3,40.3,3.2,36,44,121,300,20.0,61.0,6,300,69,231,53.8,0.4
0.5,0.3,0.0,0.3,0.5,0.3,40.3,3.4,36,44,121,300,21.3,73.5,6,300,70,230,56.3,0.4
1.0,0.3,0.5,0.3,1.0,0.6,40.3,3.4,36,44,121,300,22.7,64.8,6,300,56,244,59.4,0.5
1.5,0.3,1.5,0.3,0.0,0.3,40.3,3.7,36,44,121,300,23.7,70.0,6,300,59,241,57.7,0.5
0.5,0.3,0.0,0.3,1.0,0.6,40.3,3.9,34,44,121,300,20.7,71.8,6,300,67,233,57.0,0.4
0.5,0.3,0.0,0.6,1.5,0.3,40.3,3.9,34,46,121,300,20.3,63.5,6,300,63,237,63.1,0.4
0.5,0.3,1.0,0.6,0.5,0.6,40.3,4.3,36,48,121,300,22.3,73.8,6,300,67,233,54.9,0.4
1.0,0.3,0.5,0.6,1.0,0.3,40.3,4.3,36,46,121,300,20.3,68.7,6,300,59,241,64.8,0.4
0.5,0.6,0.5,0.6,0.0,0.3,40.3,5.0,32,46,121,300,20.7,67.0,6,300,56,244,59.0,0.4
0.0,0.3,1.5,0.6,1.5,0.3,40.3,5.1,34,46,121,300,18.7,66.5,6,300,66,234,65.1,0.4
1.0,0.6,1.0,0.6,1.5,0.6,40.3,5.1,34,48,121,300,23.0,68.3,6,300,50,250,61.9,0.5
1.0,0.6,1.5,0.3,0.0,0.3,40.3,5.1,36,50,121,300,22.7,67.0,6,300,53,247,68.2,0.5
1.5,0.3,1.0,0.6,0.0,0.6,40.3,5.3,32,48,121,300,21.3,73.0,6,300,60,240,38.3,0.3
0.5,0.3,0.5,0.3,1.5,0.3,40.3,5.4,34,46,121,300,19.7,60.2,6,300,63,237,64.7,0.5
0.5,0.3,0.5,0.6,1.0,0.3,40.3,5.4,34,50,121,300,23.3,68.7,6,300,65,235,59.3,0.4
0.0,0.6,1.0,0.3,1.5,0.3,40.3,6.0,34,48,121,300,21.0,68.7,6,300,58,242,54.6,0.4
1.5,0.3,0.5,0.3,0.5,0.6,40.3,6.0,36,52,121,300,24.3,63.5,6,300,63,237,55.8,0.4
1.5,0.3,1.5,0.3,0.0,0.6,40.3,7.0,30,50,121,300,23.7,74.7,6,300,61,239,47.1,0.3
1.0,0.3,1.5,0.3,1.0,0.3,40.3,7.2,32,50,121,300,21.0,74.7,6,300,61,239,61.1,0.5
0.0,0.6,1.5,0.3,1.0,0.3,40.3,8.0,32,50,121,300,20.3,69.8,6,300,61,239,64.4,0.5
1.0,0.3,1.0,0.3,0.5,0.3,40.0,2.5,36,44,120,300,20.0,64.0,6,300,63,237,63.0,0.4
1.0,0.3,0.0,0.3,0.5,0.3,40.0,3.8,36,46,120,300,23.7,66.0,6,300,63,237,58.1,0.5
0.0,0.3,0.5,0.6,1.5,0.3,40.0,4.0,34,46,120,300,17.7,70.2,6,300,71,229,58.9,0.4
0.0,0.6,1.0,0.6,1.0,0.6,40.0,4.0,34,44,120,300,21.7,70.8,6,300,57,243,62.9,0.5
1.5,0.6,1.5,0.3,1.0,0.3,40.0,4.0,34,44,120,300,23.7,66.7,6,300,55,245,55.2,0.5
0.0,0.3,1.5,0.3,1.0,0.3,40.0,4.4,34,46,120,300,14.0,63.8,6,300,67,233,52.9,0.3
1.5,0.6,1.5,0.3,1.0,0.6,40.0,4.6,36,46,120,300,23.3,68.2,6,300,48,252,66.8,0.6
1.0,0.3,0.0,0.6,0.5,0.6,40.0,4.7,32,46,120,300,23.0,68.8,6,300,69,231,48.8,0.4
1.5,0.3,0.0,0.6,0.0,0.6,40.0,4.9,34,48,120,300,23.3,70.2,6,300,59,241,53.9,0.4
0.5,0.3,1.5,0.6,0.5,0.3,40.0,5.4,30,46,120,300,21.0,69.8,6,300,63,237,47.1,0.4
1.0,0.3,1.0,0.6,1.0,0.3,40.0,5.5,34,48,120,300,18.7,61.3,6,300,55,245,61.3,0.4
1.5,0.3,1.5,0.3,1.5,0.6,40.0,5.9,32,50,120,300,22.7,64.7,6,300,59,241,46.1,0.3
1.0,0.6,0.5,0.3,0.0,0.6,40.0,6.2,32,50,120,300,22.7,64.2,6,300,52,248,54.7,0.4
0.0,0.3,1.0,0.6,1.0,0.6,40.0,6.4,30,50,120,300,20.7,67.3,6,300,66,234,51.4,0.4
0.0,0.6,0.5,0.6,1.0,0.6,40.0,7.2,28,50,120,300,20.3,75.5,6,300,54,246,62.7,0.4
0.5,0.6,0.5,0.3,1.0,0.3,40.0,7.2,34,50,120,300,22.0,62.3,6,300,51,249,67.6,0.5
1.5,0.3,1.5,0.6,0.0,0.3,40.0,8.1,32,54,120,300,24.3,71.0,6,300,52,248,55.4,0.4
0.0,0.3,0.0,0.6,1.0,0.6,39.7,1.5,38,42,119,300,19.0,68.7,6,300,64,236,57.9,0.4
0.0,0.6,0.0,0.6,1.0,0.6,39.7,3.2,36,44,119,300,19.0,70.5,6,300,59,241,62.0,0.5
0.5,0.6,1.5,0.6,0.5,0.3,39.7,3.9,34,44,119,300,20.7,72.2,6,300,50,250,64.0,0.4
1.0,0.3,1.5,0.6,1.0,0.3,39.7,3.9,36,46,119,300,20.0,68.3,6,300,60,240,58.4,0.4
0.5,0.3,1.0,0.6,1.0,0.6,39.7,4.3,32,44,119,300,22.3,76.7,6,300,56,244,63.5,0.5
1.0,0.3,0.0,0.6,0.0,0.6,39.7,4.5,36,48,119,300,26.3,70.8,6,300,68,232,42.9,0.4
1.0,0.3,1.5,0.3,1.0,0.6,39.7,4.6,34,46,119,300,22.7,68.7,6,300,60,240,56.0,0.4
0.5,0.3,0.5,0.6,1.5,0.6,39.7,4.8,32,46,119,300,21.0,75.3,6,300,60,240,59.2,0.4
1.0,0.3,0.0,0.3,0.5,0.6,39.7,5.3,34,48,119,300,20.3,74.8,6,300,67,233,50.4,0.4
0.0,0.6,0.0,0.3,1.0,0.6,39.7,6.4,34,52,119,300,20.3,64.2,6,300,62,238,63.5,0.5
1.5,0.3,1.0,0.3,1.5,0.3,39.7,6.7,32,52,119,300,21.7,67.2,6,300,51,249,56.7,0.4
0.5,0.3,1.0,0.3,0.0,0.3,39.7,7.7,30,48,119,300,21.3,62.3,6,300,54,246,60.4,0.4
1.0,0.6,1.0,0.3,1.5,0.3,39.3,2.1,36,42,118,300,22.3,65.0,6,300,60,240,51.3,0.3
0.5,0.3,1.5,0.6,0.0,0.6,39.3,2.4,36,42,118,300,23.3,67.5,6,300,59,241,60.3,0.5
0.5,0.3,0.0,0.3,0.0,0.6,39.3,3.0,36,44,118,300,23.7,67.8,6,300,62,238,63.9,0.5
0.5,0.3,1.0,0.3,0.0,0.6,39.3,4.1,36,46,118,300,21.7,69.7,6,300,63,237,64.5,0.5
0.5,0.3,0.5,0.3,0.5,0.3,39.3,4.5,32,44,118,300,21.3,70.7,6,300,65,235,61.4,0.4
0.0,0.3,0.5,0.6,0.0,0.6,39.3,4.7,34,48,118,300,15.0,67.3,6,300,62,238,62.0,0.4
0.0,0.3,1.0,0.6,1.5,0.3,39.3,4.8,32,44,118,300,17.3,62.5,6,300,72,228,56.9,0.4
1.0,0.6,1.0,0.6,0.0,0.6,39.3,5.2,32,48,118,300,21.3,65.7,6,300,55,245,56.9,0.5
1.5,0.6,1.5,0.6,1.0,0.3,39.3,5.8,30,46,118,300,22.0,67.7,6,300,46,254,58.9,0.5
1.0,0.6,0.5,0.6,0.5,0.3,39.3,6.0,30,48,118,300,18.7,80.2,6,300,46,254,59.2,0.5
1.0,0.3,0.0,0.6,1.5,0.3,39.3,7.0,28,48,118,300,21.0,66.2,6,300,55,245,53.2,0.4
0.5,0.3,0.5,0.6,0.5,0.3,39.3,7.8,32,54,118,300,22.0,76.7,6,300,60,240,53.1,0.4
1.5,0.3,1.5,0.6,1.0,0.6,39.3,8.3,32,54,118,300,21.3,74.3,6,300,55,245,48.4,0.4
0.5,0.6,0.0,0.3,1.5,0.3,39.0,2.4,36,42,117,300,21.0,70.8,6,300,50,250,60.5,0.5
0.5,0.3,1.5,0.3,0.5,0.3,39.0,3.0,36,44,117,300,22.0,71.3,6,300,59,241,59.8,0.4
0.5,0.6,1.5,0.3,0.0,0.3,39.0,3.9,34,46,117,300,20.7,64.2,6,300,58,242,59.4,0.3
1.0,0.3,0.5,0.6,0.0,0.6,39.0,4.5,32,46,117,300,24.7,74.0,6,300,61,239,43.6,0.4
1.0,0.3,1.0,0.3,1.5,0.6,39.0,4.5,34,46,117,300,24.0,77.8,6,300,58,242,57.3,0.4
1.0,0.3,0.5,0.3,1.5,0.6,39.0,4.9,34,48,117,300,23.7,72.0,6,300,49,251,73.3,0.6
0.5,0.3,0.5,0.3,1.0,0.3,39.0,5.0,34,46,117,300,21.7,70.2,6,300,64,236,60.3,0.5
0.0,0.3,0.0,0.6,0.0,0.3,39.0,5.2,32,46,117,300,17.0,68.3,6,300,68,232,60.7,0.4
1.0,0.3,1.0,0.6,0.5,0.6,39.0,5.2,32,46,117,300,23.3,67.5,6,300,63,237,51.2,0.5
1.0,0.3,1.0,0.6,0.5,0.3,39.0,5.8,30,44,117,300,25.0,62.7,6,300,59,241,45.8,0.2
1.0,0.6,0.0,0.3,0.0,0.6,39.0,5.8,34,50,117,300,21.7,68.0,6,300,49,251,65.3,0.6
1.5,0.3,1.0,0.3,1.0,0.3,39.0,5.8,32,46,117,300,20.3,73.0,6,300,55,245,52.6,0.4
1.5,0.3,1.5,0.6,1.5,0.3,39.0,5.8,30,48,117,300,19.7,66.5,6,300,50,250,52.9,0.4
1.5,0.3,1.0,0.6,0.0,0.3,39.0,6.4,32,48,117,300,20.7,68.7,6,300,52,248,56.4,0.4
1.5,0.6,0.0,0.6,1.0,0.3,39.0,6.5,32,50,117,300,23.0,65.2,6,300,52,248,52.4,0.4
0.5,0.3,1.5,0.6,0.5,0.6,39.0,6.8,28,48,117,300,23.0,70.5,6,300,54,246,59.1,0.4
0.5,0.6,1.5,0.6,1.5,0.3,38.7,3.0,36,44,116,300,23.7,63.7,6,300,54,246,54.1,0.5
0.5,0.3,0.5,0.6,1.0,0.6,38.7,5.3,34,48,116,300,21.7,71.5,6,300,61,239,50.4,0.4
